year|denial_1|freq_pct
2004| |20.2742955769659419
2004|1|10.3221666973456415
2004|2|0.82150404851784792639
2004|3|23.7880286610304764
2004|4|9.0782293423931950
2004|5|1.2401911711643292
2004|6|2.8861621590142633
2004|7|7.7559797181609711
2004|8|0.03875597409888528896
2004|9|23.7946866513084483
2005| |28.4504426610811403
2005|1|8.6761571903503538
2005|2|0.80318326290536673283
2005|3|19.0951173325864316
2005|4|8.7890753437168918
2005|5|0.87624974122288929211
2005|6|3.7011824591741052
2005|7|7.2941047529744146
2005|8|0.03610701803524239804
2005|9|22.2783802379531644
2006| |36.6788375934671176
2006|1|9.4056996570874119
2006|2|0.81936399507552399909
2006|3|18.0697731046754366
2006|4|9.7391290088331783
2006|5|1.0478125283298149
2006|6|3.2208969068560550
2006|7|6.3695324810899936
2006|8|0.03906227036412842870
2006|9|14.6098924542213397
2007| |35.8031753848714899
2007|1|10.9454538518361812
2007|2|0.78092757583849790007
2007|3|17.9463347471587658
2007|4|12.3084139375674110
2007|5|1.0596234345900542
2007|6|3.6212774369414205
2007|7|7.5254297832789421
2007|8|0.05455308434746118338
2007|9|9.9548107635697763
2008| |36.5080062006612844
2008|1|12.5067875735880503
2008|2|0.62003626012909083849
2008|3|18.0171025946601434
2008|4|15.7073562662222262
2008|5|1.1128932536446806
2008|6|2.8202554935290305
2008|7|5.6170643632225518
2008|8|0.24002174413013025570
2008|9|6.8504762502128117
2009| |23.1014865613603187
2009|1|17.7174490415180098
2009|2|0.80817113653136856151
2009|3|16.5397389682923534
2009|4|23.9930537065895169
2009|5|1.4172920633844873
2009|6|2.7144410641066659
2009|7|5.7647546022934563
2009|8|0.37275155338818839664
2009|9|7.5708613025356347
2010| |18.2318896488763619
2010|1|18.7019362344365551
2010|2|0.96746079915493612032
2010|3|16.7231355424698123
2010|4|19.9418109694704515
2010|5|1.6035814227329051
2010|6|2.7789756024160263
2010|7|9.7415627420545515
2010|8|0.22091028164419861829
2010|9|11.0887367567442015
2011| |18.1376829273512505
2011|1|17.8015224863138881
2011|2|0.87236924894384734902
2011|3|18.6916012857882730
2011|4|19.3001998878573477
2011|5|1.6287436170713647
2011|6|2.9639688226305584
2011|7|11.0558423325671679
2011|8|0.17923563225770552709
2011|9|9.3688337592185968
2012| |19.2222417975579016
2012|1|16.7108466934999345
2012|2|0.88287775504027248867
2012|3|19.3829703614359864
2012|4|17.9812257472884396
2012|5|1.7141217977385970
2012|6|3.3627415107039441
2012|7|11.2607570234045725
2012|8|0.16831777094146824052
2012|9|9.3138995423888836
2013| |24.0485977360336399
2013|1|16.5018115992377480
2013|2|0.85021488133121740766
2013|3|20.2767564082254295
2013|4|15.2396211714854002
2013|5|1.9200357965709775
2013|6|3.1181184936906691
2013|7|10.2967483854949775
2013|8|0.13720166050139286088
2013|9|7.6108938674285481
2014| |31.5554263410125285
2014|1|17.3007319180573277
2014|2|0.76796137964293249475
2014|3|21.5485693187184150
2014|4|12.0301181517687601
2014|5|1.6742562768127154
2014|6|2.1356610370429908
2014|7|7.0515557654245326
2014|8|0.08408015432067756422
2014|9|5.8516396571991199
2015| |34.5293291031045823
2015|1|17.0580787228186072
2015|2|0.72018195778463499790
2015|3|19.4293827053182088
2015|4|11.8195488721804511
2015|5|1.4950091992988251
2015|6|2.5636924681646312
2015|7|6.8884349602329523
2015|8|0.08315586654497515465
2015|9|5.4131861445521318
2016| |43.8065165207039198
2016|1|15.3072714487271179
2016|2|0.66791513419526571917
2016|3|15.8293987614282509
2016|4|9.3238733680085444
2016|5|1.3316320589268677
2016|6|2.1460347161935435
2016|7|6.6673563725071257
2016|8|0.05207778882306696194
2016|9|4.8679238304862976
