year|denial_1|freq_pct|count
2004| |34.0812643407586664|681916
2004|1|17.9314022569374162|358781
2004|2|1.1441120362165536|22892
2004|3|42.2879641832758329|846120
2004|4|18.5710294559370429|371579
2004|5|1.6423995166061675|32862
2004|6|4.6172307510846624|92384
2004|7|16.0376099593523362|320889
2004|8|0.06547207615951796559|1310
2004|9|52.7815386737556432|1056081
2005| |55.9461389717285578|1119400
2005|1|15.6092926366904515|312319
2005|2|1.1273691770459899|22557
2005|3|33.9287293969122169|678864
2005|4|18.0437043600904214|361028
2005|5|1.1411133151710795|22832
2005|6|5.6825763811734295|113700
2005|7|15.6025954930222260|312185
2005|8|0.06192358958904027432|1239
2005|9|51.1966146438543961|1024369
2006| |69.5358429629762906|1391310
2006|1|17.4325650110227988|348800
2006|2|1.0774404716388460|21558
2006|3|31.3207417036633876|626682
2006|4|20.9793023275572968|419765
2006|5|1.5747783570307264|31509
2006|6|4.6094840550505210|92229
2006|7|12.6309628943255701|252727
2006|8|0.06382277958450720768|1277
2006|9|29.0750494913919213|581749
2007| |71.4957570596140746|1430525
2007|1|19.3089647265441289|386344
2007|2|1.0507018756500353|21023
2007|3|27.3282445037191638|546798
2007|4|26.6909663028718252|534047
2007|5|1.3128900523926545|26269
2007|6|5.6997190698167232|114043
2007|7|12.8615645427225288|257341
2007|8|0.08211497796189924997|1643
2007|9|18.2693581187623479|365543
2008| |50.4267929727971020|1008966
2008|1|14.8798537423788754|297724
2008|2|0.58350113676516965514|11675
2008|3|14.8247772325103343|296622
2008|4|23.0577658628594904|461352
2008|5|0.94404736379933958167|18889
2008|6|3.1134221254634898|62295
2008|7|7.3409690766887922|146882
2008|8|0.14738713938505227520|2949
2008|9|7.8662950251717642|157393
2009| |25.7742073005862999|515704
2009|1|17.3904829590179788|347958
2009|2|0.73483659219342950232|14703
2009|3|12.2782133420096329|245669
2009|4|28.5045927911745640|570335
2009|5|1.3727645159339542|27467
2009|6|2.8941656383552415|57908
2009|7|6.7980006527216142|136018
2009|8|0.27618220828816509759|5526
2009|9|7.7650382112029220|155367
2010| |15.9619422316382063|319375
2010|1|15.0213933757252532|300556
2010|2|0.75462815109355859726|15099
2010|3|10.4825791799797386|209741
2010|4|19.9755304362689313|399681
2010|5|1.3902570553658864|27817
2010|6|2.4753442656706915|49528
2010|7|9.8690908327598279|197466
2010|8|0.14378867413048334885|2877
2010|9|10.1508706536662114|203104
2011| |13.8922749447360701|277964
2011|1|12.5257077856294290|250621
2011|2|0.58694966596746487623|11744
2011|3|10.0847488546135073|201781
2011|4|17.8865213986234871|357883
2011|5|1.2751061672196808|25513
2011|6|2.3446999854562029|46914
2011|7|10.0185270981926208|200456
2011|8|0.09895779450064547471|1980
2011|9|7.9042788250811029|158153
2012| |17.3140655510424804|346429
2012|1|13.8753321708291414|277625
2012|2|0.69465373018407649138|13899
2012|3|13.3295149618687630|266704
2012|4|19.2238010488526643|384640
2012|5|1.7192167540543958|34399
2012|6|3.5396903220776339|70824
2012|7|12.3612279362851744|247330
2012|8|0.12964470653266381888|2594
2012|9|9.8862835000872128|197810
2013| |21.0671148755055969|421522
2013|1|12.5902302667912135|251912
2013|2|0.60909022301988202032|12187
2013|3|13.0963144218990601|262038
2013|4|14.3531783694254400|287186
2013|5|1.8748503763145019|37513
2013|6|2.9381468803555284|58788
2013|7|10.7580616866906264|215253
2013|8|0.09525937187789407818|1906
2013|9|7.6304456149452259|152674
2014| |19.5345185278478729|390857
2014|1|8.0496668171025058|161062
2014|2|0.31256669030658424182|6254
2014|3|8.1479748887099652|163029
2014|4|7.6177510291860521|152420
2014|5|0.94344761959024476061|18877
2014|6|1.1301180046710078|22612
2014|7|5.0288052145759833|100619
2014|8|0.02563906493880360026|513
2014|9|3.4036483439812920|68102
2015| |25.7069359917994975|514358
2015|1|9.0585865128522685|181249
2015|2|0.35674784704323605982|7138
2015|3|9.0865745759433602|181809
2015|4|8.4723365484620809|169519
2015|5|0.95754160850397305549|19159
2015|6|1.6640902655017635|33296
2015|7|6.3941229065803435|127937
2015|8|0.02453953388879642832|491
2015|9|3.7652441233813778|75337
2016| |44.3580812783347902|887540
2016|1|9.4744591431754357|189570
2016|2|0.38078759409112013726|7619
2016|3|8.6610060809064934|173294
2016|4|7.7806315606393873|155679
2016|5|0.91495976965824076032|18307
2016|6|1.4162459710933287|28337
2016|7|7.3318229775000962|146699
2016|8|0.01854209179784821774|371
2016|9|4.0040422759692991|80115
